,0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,0.12172431,0.7101976,0.390998,0.31863403,0.43823487,0.1909891,0.22579394,0.61824805,0.2773504,0.54908,0.3162608,0.49333286,0.35193864,0.43259156
20,0.13766949,0.79699856,0.41960505,0.37186992,0.45572457,0.23751862,0.23904504,0.7160212,0.29455236,0.6442072,0.33442914,0.56806123,0.3660979,0.5079827
21,0.124640904,0.7379824,0.41034752,0.34284002,0.45705014,0.20452704,0.2201755,0.6489763,0.2669141,0.59376603,0.3050718,0.5547695,0.35752708,0.46930033
22,0.14503576,0.7518841,0.43903404,0.47552615,0.49501166,0.2561657,0.25141108,0.6974236,0.30198115,0.63957375,0.3312599,0.60847366,0.3751857,0.57045543
23,0.11908472,0.7705462,0.38463768,0.4426891,0.42306387,0.25222707,0.22206526,0.69328284,0.27922016,0.63142306,0.3221442,0.5805542,0.34958217,0.5253894
24,0.16426983,0.8338439,0.42095476,0.6186372,0.48308972,0.37299204,0.2792669,0.78612244,0.3304572,0.743522,0.35769418,0.7215802,0.3844209,0.67592853
25,0.12388988,0.7831656,0.43870026,0.35936728,0.48156014,0.23118371,0.22159597,0.7004388,0.29497793,0.6332949,0.3602775,0.56105655,0.40722933,0.48533508
26,0.13022603,0.7845763,0.46510497,0.40458587,0.5260202,0.24701773,0.2387702,0.7208258,0.30170533,0.67144376,0.34728226,0.6110839,0.4059047,0.5195754
27,0.098956764,0.7850171,0.44376886,0.34653977,0.49495167,0.19867417,0.20126177,0.7018173,0.2881663,0.6165249,0.34466168,0.51457065,0.38232103,0.44017768
28,0.12297332,0.80778944,0.3737151,0.4712992,0.45753044,0.28660244,0.2166255,0.753016,0.25487536,0.7198073,0.28397653,0.64090884,0.3174474,0.5695057
29,0.13182089,0.76211613,0.40618128,0.4001709,0.4341668,0.24882492,0.24042116,0.68480927,0.28969806,0.6448245,0.31976444,0.5922213,0.36274958,0.51959115
30,0.1134805,0.7712909,0.38676786,0.33577973,0.43461353,0.20752758,0.21049196,0.68330896,0.27201262,0.59475315,0.30998552,0.5286267,0.3519052,0.448818
31,0.11456213,0.7600321,0.4493643,0.35427853,0.4917448,0.20920807,0.20660466,0.66442674,0.27113408,0.5822476,0.32797185,0.53093326,0.39833826,0.4602524
32,0.11488325,0.7765977,0.39317715,0.33356896,0.46755403,0.22127438,0.21832685,0.67900985,0.29692036,0.5724256,0.3560872,0.48664016,0.3772615,0.4016921
33,0.14033271,0.7624726,0.4838446,0.42276174,0.5479669,0.2495111,0.2512209,0.6334676,0.30829328,0.5273351,0.34294888,0.4887977,0.40062526,0.481856
34,0.12780748,0.76496714,0.37575218,0.33283788,0.42693663,0.21533161,0.23196915,0.67686325,0.2917433,0.5733996,0.3297956,0.5270565,0.3650641,0.447071
35,0.12418794,0.81344265,0.3429425,0.46795925,0.41208372,0.28043586,0.21063168,0.7623838,0.25483727,0.7216875,0.28552577,0.66827506,0.30963677,0.58795786
36,0.11527211,0.69873226,0.4280298,0.28798902,0.4684622,0.17991501,0.22326234,0.6047888,0.29902875,0.5297016,0.3347095,0.4402437,0.36750528,0.3720835
37,0.13958184,0.70578706,0.39353374,0.4111016,0.48365024,0.23990875,0.25255284,0.6210603,0.29386133,0.57515705,0.3176837,0.55166566,0.34431195,0.5009733
38,0.11807319,0.82716614,0.40814537,0.4240667,0.45119008,0.2695585,0.19410047,0.74637175,0.25898156,0.65113264,0.3026289,0.5677726,0.35270208,0.50050896
39,0.13866568,0.79625565,0.40796235,0.41187122,0.4635243,0.2540902,0.2455826,0.73908573,0.30638546,0.666192,0.34006688,0.59953374,0.37066358,0.5378333
40,0.13270186,0.8125892,0.3427638,0.54009986,0.42071563,0.3381575,0.21536307,0.7527427,0.23867674,0.69766164,0.25488597,0.64000547,0.2794303,0.5918001
41,0.13359743,0.78634065,0.3965937,0.41683733,0.44041896,0.23143338,0.2465686,0.7056259,0.31878078,0.6474998,0.35442474,0.60245496,0.38081944,0.53168803
42,0.12988062,0.7994267,0.38955286,0.5293721,0.451615,0.2975625,0.23921603,0.73637164,0.30332825,0.70249516,0.34018523,0.6703398,0.36440602,0.6190598
43,0.14681183,0.81281614,0.3533997,0.5150933,0.39733696,0.3078483,0.2336145,0.7587771,0.27381122,0.7009406,0.301883,0.6585676,0.3233229,0.6130896
44,0.09842814,0.79752237,0.3842052,0.42322066,0.4484952,0.24798225,0.18295023,0.72587967,0.2502629,0.658078,0.30417278,0.58697194,0.34206304,0.5246466
45,0.13645144,0.7672646,0.3614586,0.4754025,0.40102443,0.2784498,0.23625052,0.71081585,0.28861493,0.67638385,0.3129133,0.64227563,0.32759798,0.5931118
46,0.12754963,0.792575,0.37467062,0.4742032,0.44058183,0.27018714,0.2325954,0.7320233,0.28647995,0.687873,0.31495503,0.62866,0.34299707,0.57403207
47,0.12879796,0.7315933,0.44721952,0.32994968,0.48453218,0.16882893,0.2531296,0.6560562,0.33917713,0.576044,0.38173023,0.5198134,0.41015223,0.44502413
48,0.13759388,0.7383555,0.36743575,0.44174254,0.41598272,0.2913223,0.23180035,0.61071825,0.26165485,0.5353916,0.28923866,0.53865236,0.32585856,0.51764727
49,0.14476317,0.7658944,0.42184898,0.34771192,0.48274344,0.21214187,0.2629243,0.6823352,0.32876012,0.6002507,0.36954537,0.51420873,0.3900281,0.4359018
50,0.16507499,0.7888885,0.39150366,0.5223977,0.4354074,0.32499522,0.26456073,0.77346385,0.293925,0.7594009,0.31738114,0.72966325,0.34807956,0.6615349
51,0.13302077,0.7570104,0.3495665,0.36482286,0.38701987,0.23739295,0.23763569,0.68881655,0.29475024,0.6238625,0.32681048,0.5805202,0.35124302,0.50947386
52,0.13139631,0.8049853,0.38532767,0.46991658,0.43067607,0.2711964,0.23076768,0.7631131,0.27842107,0.7195339,0.3160217,0.65498877,0.34183908,0.5879161
53,0.120074354,0.77811927,0.39506537,0.3527679,0.42111778,0.22150108,0.22324309,0.69618255,0.28469217,0.6238234,0.3241955,0.5760772,0.36584872,0.48414022
54,0.13161394,0.75020325,0.5073767,0.39382613,0.55853796,0.24164821,0.23171122,0.6423884,0.31385213,0.5712766,0.38105133,0.5004669,0.43766686,0.45411032
55,0.138621,0.7356845,0.35960054,0.42171416,0.41572756,0.2483314,0.24671732,0.64368194,0.29099026,0.59388536,0.3148009,0.5417018,0.33320323,0.48567966
56,0.1374602,0.7815229,0.43205768,0.38277337,0.45638835,0.2526271,0.25384864,0.7213478,0.3218417,0.65153915,0.37196368,0.593313,0.41428486,0.5092362
57,0.12602012,0.7215267,0.4253861,0.3211483,0.48227245,0.19073272,0.23512737,0.62436837,0.29942918,0.5408647,0.33720374,0.46173015,0.3723052,0.40236604
58,0.105104536,0.8253196,0.36977983,0.48544174,0.43491024,0.2718107,0.18077984,0.76880366,0.23319606,0.6887868,0.27304238,0.62990886,0.31340367,0.5755072
59,0.12909861,0.71901596,0.46429285,0.27266762,0.485699,0.17862794,0.2471655,0.632881,0.3238624,0.5386905,0.3867694,0.45449746,0.43762183,0.37220702
60,0.13707884,0.7407672,0.34127513,0.41309384,0.40454638,0.2461071,0.24671982,0.67510855,0.28723443,0.60645103,0.2827275,0.53605807,0.2887594,0.48946664
61,0.110130586,0.7875246,0.37436038,0.346455,0.42228463,0.21084478,0.20402627,0.6968079,0.25740388,0.60474384,0.2983735,0.5357046,0.3379674,0.44112408
62,0.15013067,0.75573355,0.3620599,0.47876978,0.43717882,0.3015444,0.24351144,0.6951327,0.29688212,0.67256916,0.31525648,0.62557423,0.31836903,0.57716316
63,0.11902458,0.74009967,0.43033385,0.32461652,0.4993582,0.19853602,0.21905763,0.6527642,0.28931606,0.58819807,0.33570796,0.5174022,0.3828248,0.4214305
64,0.114505544,0.6855655,0.44481054,0.28881153,0.5069603,0.1765198,0.21566874,0.58672357,0.2837801,0.5300366,0.3443158,0.4692062,0.39843002,0.38030422
65,0.13832787,0.79130465,0.3357104,0.2905657,0.4058397,0.23821163,0.23806009,0.7198834,0.30848676,0.6178874,0.34513295,0.50566214,0.362638,0.38579756
66,0.12657396,0.76904213,0.3704511,0.39305416,0.39434022,0.23707074,0.21540917,0.7121452,0.27317956,0.6455427,0.30993795,0.5881647,0.3365774,0.50160486
67,0.11493721,0.80488443,0.45321533,0.36998624,0.5286498,0.21659645,0.21315372,0.720337,0.29132426,0.6331708,0.34765166,0.555268,0.400309,0.4719783
68,0.119541325,0.7945997,0.34416747,0.5314913,0.4157407,0.30045354,0.2152624,0.7298515,0.2652091,0.70501447,0.28444722,0.6940168,0.30619028,0.63842183
69,0.12424448,0.81851697,0.44134966,0.46920633,0.5421619,0.25296214,0.21303913,0.78862673,0.25088733,0.7331494,0.29084826,0.6551893,0.3551766,0.5902707
70,0.14582637,0.8100124,0.44264376,0.51040405,0.4970806,0.3008545,0.24964707,0.7762506,0.3053538,0.71846086,0.3531509,0.678135,0.38595638,0.60876113
71,0.11898328,0.781665,0.41816822,0.4255174,0.48093536,0.22557524,0.22343755,0.6994924,0.28233534,0.64312613,0.32608902,0.602041,0.36576608,0.53929377
72,0.12132216,0.80747294,0.45542312,0.40226963,0.5166802,0.22924395,0.21534008,0.7532305,0.27358994,0.6833758,0.3258439,0.5894501,0.37945765,0.51718843
73,0.116055205,0.81927276,0.4182424,0.39893872,0.4621597,0.22605358,0.20499964,0.7293809,0.28232512,0.6552225,0.33461362,0.5931632,0.37602702,0.51946914
74,0.1308715,0.7673953,0.43692327,0.46561494,0.5008458,0.27490163,0.22274807,0.7165986,0.2728074,0.6818272,0.32214877,0.633549,0.364582,0.5757853
75,0.13782854,0.6981536,0.44781172,0.27260947,0.49875206,0.16397004,0.2732664,0.60047144,0.35294852,0.5243668,0.40081686,0.45766872,0.42069414,0.36373007
76,0.1542216,0.8114104,0.4368482,0.43291104,0.49872914,0.2801559,0.25647166,0.74497104,0.31942162,0.6693027,0.36395928,0.5839143,0.3913329,0.48846126
77,0.13201435,0.83816123,0.41071668,0.5475902,0.4664829,0.31700784,0.22464858,0.7999598,0.27737024,0.7500159,0.32547113,0.70083344,0.3673688,0.6477426
78,0.14148985,0.7903869,0.40746582,0.47727877,0.46772295,0.28844714,0.24519493,0.7203118,0.2889304,0.6560214,0.3201863,0.61347795,0.36037412,0.55828106
79,0.14359868,0.7222328,0.41264576,0.34264892,0.4356712,0.20874926,0.26607117,0.6558732,0.32857126,0.5922076,0.37081054,0.52410674,0.3886021,0.4589958
80,0.12721843,0.76377857,0.42581564,0.5083691,0.5000902,0.29344156,0.22798511,0.70137763,0.28369135,0.67634046,0.32095957,0.64614856,0.362704,0.6140906
81,0.14130665,0.77877647,0.46586734,0.45479158,0.53455734,0.2883561,0.24486353,0.718538,0.29857266,0.6896699,0.3401573,0.6336555,0.39213398,0.5495835
82,0.12503634,0.7390009,0.50627154,0.36013833,0.556967,0.20421185,0.22956848,0.673477,0.29491204,0.5916713,0.37045488,0.52373785,0.43684015,0.46696168
83,0.13262594,0.7478627,0.43516332,0.41785178,0.49682915,0.21535407,0.23673415,0.71016663,0.29074085,0.69120723,0.32324293,0.64693755,0.37319598,0.56115526
84,0.13158387,0.75717,0.47052908,0.3841012,0.5039744,0.23928949,0.23825604,0.6848397,0.31520915,0.6311353,0.373442,0.5776733,0.42242327,0.49916223
85,0.1405049,0.7887806,0.42547977,0.4448275,0.48171595,0.27370685,0.2458639,0.7282313,0.30163756,0.6659221,0.33751878,0.60693014,0.37110478,0.54407346
86,0.12983423,0.78536415,0.39659613,0.46571553,0.45413014,0.27351776,0.23704587,0.6860001,0.2963913,0.61649466,0.31571886,0.5722657,0.34749347,0.53735936
87,0.11498627,0.79861766,0.45119324,0.37052688,0.49693137,0.21097612,0.20336565,0.7078447,0.2666848,0.6171066,0.31352794,0.53674054,0.37595484,0.46578038
88,0.1292614,0.80623204,0.4182806,0.49881122,0.48945457,0.2818187,0.23606281,0.7326395,0.29219776,0.6670133,0.31731188,0.62460816,0.3540431,0.58437663
89,0.12487885,0.759522,0.5031816,0.3463501,0.5642975,0.19868435,0.24594061,0.68265986,0.32728562,0.6018511,0.3838942,0.52128613,0.43680638,0.43016282
90,0.13830602,0.74353737,0.454147,0.36293536,0.49754444,0.22042507,0.25272337,0.6663146,0.31884375,0.59236234,0.36496207,0.5244443,0.4125983,0.46972242
91,0.12034357,0.79322463,0.45712852,0.3378024,0.49055687,0.21537022,0.22141545,0.718329,0.28887475,0.636991,0.34126604,0.54412407,0.3987212,0.45726302
92,0.12511237,0.76732373,0.40845585,0.4369745,0.45251262,0.24801639,0.23085263,0.7061862,0.29112744,0.6473913,0.32504952,0.6143142,0.3608436,0.5557086
93,0.13078152,0.8018752,0.37001318,0.4802638,0.42200238,0.2677814,0.22614186,0.7598324,0.27718705,0.7113951,0.31072176,0.6540266,0.33569208,0.5914988
94,0.12511826,0.80770326,0.41030988,0.49226552,0.46872193,0.27258456,0.22529861,0.75139576,0.28360596,0.70278865,0.3285578,0.6457809,0.36539665,0.5857529
95,0.12619148,0.7179745,0.43738094,0.33871353,0.49656975,0.19992942,0.2495581,0.6016175,0.3027033,0.5007102,0.3346749,0.45699704,0.3891639,0.41471285
96,0.12322133,0.69312495,0.47666627,0.22576196,0.48295408,0.15935808,0.24542649,0.59123844,0.31774428,0.5178284,0.37976688,0.43048957,0.4183648,0.30817813
97,0.11765608,0.80687994,0.3766059,0.4504518,0.4533809,0.27213666,0.21536267,0.72356135,0.27117398,0.6500291,0.29782197,0.577641,0.3247442,0.53220326
98,0.14091492,0.8077639,0.38874835,0.58950657,0.46115902,0.34470457,0.24046358,0.7387966,0.28752488,0.72142094,0.2978254,0.72246724,0.33035645,0.6864955
99,0.13742413,0.82084584,0.35160342,0.5778183,0.42485502,0.36044058,0.2279959,0.76014745,0.27142364,0.70738566,0.2957965,0.66818726,0.31681952,0.6224455
